"Compound","Dose","Cell line","DepMap ID","Culture","Pool","Vehicle","log2 fold-change","Viability"
"AZ-628","0.3704","G292CLONEA141B1_BONE","ACH-000082","PR500","P108","DMSO","0.166","1.12"
"AZ-628","0.3704","SKHEP1_LIVER","ACH-000361","PR500","P108","DMSO","0.159","1.12"
"AZ-628","0.3704","NCIH2009_LUNG","ACH-000886","PR500","P110","DMSO","0.157","1.12"
"AZ-628","0.3704","LN18_CENTRAL_NERVOUS_SYSTEM","ACH-000819","PR500","P112","DMSO","0.164","1.12"
"AZ-628","0.3704","HCC1806_BREAST","ACH-000624","PR500","P115","DMSO","0.167","1.12"
"AZ-628","0.3704","UMUC13_URINARY_TRACT","ACH-001407","PR300","P124","DMSO","0.157","1.12"
"AZ-628","0.3704","NCIH647_LUNG","ACH-000378","PR300","P948.PRN3","DMSO","0.164","1.12"
"AZ-628","0.3704","NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000938","PR300","P952.PRN.2","DMSO","0.17","1.12"
"AZ-628","0.01372","HGC27_STOMACH","ACH-000847","PR500","P101","DMSO","0.163","1.12"
"AZ-628","0.01372","TOV112D_OVARY","ACH-000048","PR500","P102","DMSO","0.158","1.12"
"AZ-628","0.01372","MCAS_OVARY","ACH-000796","PR500","P104","DMSO","0.158","1.12"
"AZ-628","0.01372","MFE296_ENDOMETRIUM","ACH-000879","PR500","P105","DMSO","0.159","1.12"
"AZ-628","0.01372","HSC3_UPPER_AERODIGESTIVE_TRACT","ACH-000778","PR500","P112","DMSO","0.161","1.12"
"AZ-628","0.01372","HOS_BONE","ACH-000613","PR500","P113","DMSO","0.159","1.12"
"AZ-628","0.01372","PATU8988S_PANCREAS","ACH-000022","PR500","P114","DMSO","0.163","1.12"
"AZ-628","0.01372","TE1_OESOPHAGUS","ACH-000647","PR500","P114","DMSO","0.164","1.12"
"AZ-628","0.01372","OVISE_OVARY","ACH-000527","PR500","P116","DMSO","0.162","1.12"
"AZ-628","0.01372","PANC0403_PANCREAS","ACH-000235","PR500","P117","DMSO","0.166","1.12"
"AZ-628","0.01372","HUH28_BILIARY_TRACT","ACH-000808","PR500","P120","DMSO","0.165","1.12"
"AZ-628","0.01372","RH30_SOFT_TISSUE","ACH-000833","PR300","P945.PRN3","DMSO","0.159","1.12"
"AZ-628","0.01372","RPMI7951_SKIN","ACH-000348","PR300","P948.PRN3","DMSO","0.158","1.12"
"AZ-628","0.01372","CCK81_LARGE_INTESTINE","ACH-000963","PR300","P948.PRN3","DMSO","0.167","1.12"
"AZ-628","0.01372","DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000233","PR300","P950.PRN.2","DMSO","0.16","1.12"
"AZ-628","0.01372","KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000193","PR300","P955.PRN.2","DMSO","0.162","1.12"
"AZ-628","0.04115","NCIH157DM_LUNG","ACH-000921","PR500","P107","DMSO","0.163","1.12"
"AZ-628","0.04115","5637_URINARY_TRACT","ACH-000905","PR500","P107","DMSO","0.162","1.12"
"AZ-628","0.04115","S117_THYROID","ACH-000037","PR500","P110","DMSO","0.169","1.12"
"AZ-628","0.04115","PC14_LUNG","ACH-000030","PR500","P112","DMSO","0.16","1.12"
"AZ-628","0.04115","DANG_PANCREAS","ACH-000243","PR500","P114","DMSO","0.166","1.12"
"AZ-628","0.04115","NCIH1048_LUNG","ACH-000866","PR500","P115","DMSO","0.163","1.12"
"AZ-628","0.04115","SNU46_UPPER_AERODIGESTIVE_TRACT","ACH-000500","PR500","P120","DMSO","0.165","1.12"
"AZ-628","0.04115","SNU638_STOMACH","ACH-001664","PR300","P121","DMSO","0.162","1.12"
"AZ-628","0.04115","OCIC5X_OVARY","ACH-001369","PR300","P124","DMSO","0.169","1.12"
"AZ-628","0.04115","MEL285_UVEA","ACH-002015","PR300","P125","DMSO","0.17","1.12"
"AZ-628","0.04115","A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000697","PR300","P950.PRN.2","DMSO","0.159","1.12"
"AZ-628","0.04115","RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000922","PR300","P951.PRN.2","DMSO","0.161","1.12"
"AZ-628","0.04115","HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000509","PR300","P955.PRN.2","DMSO","0.163","1.12"
"AZ-628","0.004572","SW837_LARGE_INTESTINE","ACH-000421","PR500","P108","DMSO","0.165","1.12"
"AZ-628","0.004572","KP2_PANCREAS","ACH-000281","PR500","P109","DMSO","0.161","1.12"
"AZ-628","0.004572","NCIH1648_LUNG","ACH-000766","PR500","P110","DMSO","0.169","1.12"
"AZ-628","0.004572","HCC1937_BREAST","ACH-000223","PR500","P120","DMSO","0.164","1.12"
"AZ-628","10.0","DAOY_CENTRAL_NERVOUS_SYSTEM","ACH-000211","PR500","P102","DMSO","0.177","1.13"
"AZ-628","10.0","J82_URINARY_TRACT","ACH-000396","PR500","P108","DMSO","0.17","1.13"
"AZ-628","10.0","RERFLCMS_LUNG","ACH-000062","PR500","P112","DMSO","0.176","1.13"
"AZ-628","10.0","SKMEL3_SKIN","ACH-000423","PR500","P119","DMSO","0.18","1.13"
"AZ-628","10.0","SSP25_BILIARY_TRACT","ACH-001858","PR300","P122","DMSO","0.182","1.13"
"AZ-628","1.111","BECKER_CENTRAL_NERVOUS_SYSTEM","ACH-001016","PR500","P103","DMSO","0.183","1.13"
"AZ-628","1.111","NCIH2023_LUNG","ACH-000781","PR500","P105","DMSO","0.182","1.13"
"AZ-628","1.111","SW837_LARGE_INTESTINE","ACH-000421","PR500","P108","DMSO","0.17","1.13"
"AZ-628","1.111","HSC3_UPPER_AERODIGESTIVE_TRACT","ACH-000778","PR500","P112","DMSO","0.178","1.13"
"AZ-628","1.111","SW626_LARGE_INTESTINE","ACH-001399","PR300","P126","DMSO","0.177","1.13"
"AZ-628","3.333","SNU685_ENDOMETRIUM","ACH-000407","PR500","P103","DMSO","0.178","1.13"
"AZ-628","3.333","253JBV_URINARY_TRACT","ACH-000026","PR500","P104","DMSO","0.175","1.13"
"AZ-628","3.333","FTC238_THYROID","ACH-000897","PR500","P104","DMSO","0.179","1.13"
"AZ-628","3.333","DMS53_LUNG","ACH-000698","PR300","P947.PRN3","DMSO","0.179","1.13"
"AZ-628","0.1235","HPAC_PANCREAS","ACH-000270","PR500","P104","DMSO","0.17","1.13"
"AZ-628","0.1235","RERFLCAI_LUNG","ACH-000261","PR500","P113","DMSO","0.174","1.13"
"AZ-628","0.1235","2313287_STOMACH","ACH-000948","PR500","P117","DMSO","0.177","1.13"
"AZ-628","0.1235","NCIH1693_LUNG","ACH-000021","PR500","P118","DMSO","0.18","1.13"
"AZ-628","0.1235","DKMG_CENTRAL_NERVOUS_SYSTEM","ACH-000244","PR500","P119","DMSO","0.171","1.13"
"AZ-628","0.1235","UMUC11_URINARY_TRACT","ACH-001413","PR300","P123","DMSO","0.171","1.13"
"AZ-628","0.1235","OSC20_UPPER_AERODIGESTIVE_TRACT","ACH-001626","PR300","P123","DMSO","0.18","1.13"
"AZ-628","0.1235","SNU899_UPPER_AERODIGESTIVE_TRACT","ACH-000692","PR300","P948.PRN3","DMSO","0.171","1.13"
"AZ-628","0.3704","FTC238_THYROID","ACH-000897","PR500","P104","DMSO","0.174","1.13"
"AZ-628","0.3704","253JBV_URINARY_TRACT","ACH-000026","PR500","P104","DMSO","0.183","1.13"
"AZ-628","0.3704","HCC1359_LUNG","ACH-000901","PR500","P106","DMSO","0.182","1.13"
"AZ-628","0.3704","OE19_OESOPHAGUS","ACH-000679","PR500","P111","DMSO","0.173","1.13"
"AZ-628","0.3704","CAMA1_BREAST","ACH-000783","PR500","P113","DMSO","0.18","1.13"
"AZ-628","0.3704","TE1_OESOPHAGUS","ACH-000647","PR500","P114","DMSO","0.173","1.13"
"AZ-628","0.3704","SNU869_BILIARY_TRACT","ACH-000182","PR500","P120","DMSO","0.177","1.13"
"AZ-628","0.3704","HOTHC_THYROID","ACH-002041","PR300","P122","DMSO","0.174","1.13"
"AZ-628","0.3704","NCIH196_LUNG","ACH-000752","PR300","P949.PRN3","DMSO","0.178","1.13"
"AZ-628","0.3704","U2940_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001678","PR300","P952.PRN.2","DMSO","0.176","1.13"
"AZ-628","0.01372","RKO_LARGE_INTESTINE","ACH-000943","PR500","P101","DMSO","0.18","1.13"
"AZ-628","0.01372","SNU1066_UPPER_AERODIGESTIVE_TRACT","ACH-000682","PR500","P105","DMSO","0.177","1.13"
"AZ-628","0.01372","DU145_PROSTATE","ACH-000979","PR500","P109","DMSO","0.18","1.13"
"AZ-628","0.01372","BFTC905_URINARY_TRACT","ACH-000802","PR500","P109","DMSO","0.177","1.13"
"AZ-628","0.01372","TOV21G_OVARY","ACH-000885","PR500","P114","DMSO","0.179","1.13"
"AZ-628","0.01372","SNU81_LARGE_INTESTINE","ACH-000991","PR500","P117","DMSO","0.181","1.13"
"AZ-628","0.01372","SKMEL24_SKIN","ACH-000822","PR500","P118","DMSO","0.171","1.13"
"AZ-628","0.01372","NCIH1915_LUNG","ACH-000434","PR500","P120","DMSO","0.182","1.13"
"AZ-628","0.01372","HCSC1_CERVIX","ACH-001516","PR300","P125","DMSO","0.174","1.13"
"AZ-628","0.01372","PFSK1_CENTRAL_NERVOUS_SYSTEM","ACH-001711","PR300","P125","DMSO","0.179","1.13"
"AZ-628","0.01372","GP5D_LARGE_INTESTINE","ACH-001345","PR300","P125","DMSO","0.177","1.13"
"AZ-628","0.01372","NZOV9_OVARY","ACH-001991","PR300","P951.PRN.2","DMSO","0.172","1.13"
"AZ-628","0.04115","IGR1_SKIN","ACH-000882","PR500","P102","DMSO","0.175","1.13"
"AZ-628","0.04115","DAOY_CENTRAL_NERVOUS_SYSTEM","ACH-000211","PR500","P102","DMSO","0.171","1.13"
"AZ-628","0.04115","NCIH838_LUNG","ACH-000416","PR500","P104","DMSO","0.175","1.13"
"AZ-628","0.04115","SIMA_AUTONOMIC_GANGLIA","ACH-000099","PR500","P113","DMSO","0.174","1.13"
"AZ-628","0.04115","HS729_SOFT_TISSUE","ACH-000133","PR500","P115","DMSO","0.175","1.13"
"AZ-628","0.04115","NUGC3_STOMACH","ACH-000911","PR500","P117","DMSO","0.182","1.13"
"AZ-628","0.04115","HUPT3_PANCREAS","ACH-000118","PR500","P117","DMSO","0.178","1.13"
"AZ-628","0.04115","SQ1_LUNG","ACH-000553","PR500","P119","DMSO","0.174","1.13"
"AZ-628","0.04115","COV362_OVARY","ACH-000278","PR500","P120","DMSO","0.172","1.13"
"AZ-628","0.04115","RD_SOFT_TISSUE","ACH-000169","PR300","P946.PRN3","DMSO","0.17","1.13"
"AZ-628","0.04115","CAL33_UPPER_AERODIGESTIVE_TRACT","ACH-000518","PR300","P947.PRN3","DMSO","0.178","1.13"
"AZ-628","0.04115","HUH1_LIVER","ACH-000475","PR300","P947.PRN3","DMSO","0.182","1.13"
"AZ-628","0.04115","SNU182_LIVER","ACH-000483","PR300","P947.PRN3","DMSO","0.172","1.13"
"AZ-628","0.04115","KE97_STOMACH","ACH-000167","PR300","P951.PRN.2","DMSO","0.178","1.13"
"AZ-628","0.04115","KARPAS1718_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001533","PR300","P952.PRN.2","DMSO","0.176","1.13"
"AZ-628","0.004572","HGC27_STOMACH","ACH-000847","PR500","P101","DMSO","0.182","1.13"
"AZ-628","0.004572","SNU685_ENDOMETRIUM","ACH-000407","PR500","P103","DMSO","0.17","1.13"
"AZ-628","0.004572","MKN1_STOMACH","ACH-000351","PR500","P106","DMSO","0.182","1.13"
"AZ-628","10.0","HCC1195_LUNG","ACH-000868","PR500","P112","DMSO","0.183","1.14"
"AZ-628","10.0","MCF7_BREAST","ACH-000019","PR500","P116","DMSO","0.189","1.14"
"AZ-628","10.0","MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000453","PR300","P950.PRN.2","DMSO","0.195","1.14"
"AZ-628","10.0","SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000365","PR300","P952.PRN.2","DMSO","0.184","1.14"
"AZ-628","10.0","SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000122","PR300","P954.PRN.2","DMSO","0.195","1.14"
"AZ-628","1.111","COLO668_LUNG","ACH-000803","PR500","P103","DMSO","0.189","1.14"
"AZ-628","1.111","SKMES1_LUNG","ACH-000665","PR500","P119","DMSO","0.188","1.14"
"AZ-628","1.111","SNU216_STOMACH","ACH-000466","PR300","P947.PRN3","DMSO","0.185","1.14"
"AZ-628","1.111","KARPAS1718_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001533","PR300","P952.PRN.2","DMSO","0.184","1.14"
"AZ-628","3.333","SNU869_BILIARY_TRACT","ACH-000182","PR500","P120","DMSO","0.188","1.14"
"AZ-628","3.333","RHJT_SOFT_TISSUE","ACH-001745","PR300","P945.PRN3","DMSO","0.188","1.14"
"AZ-628","3.333","HT115_LARGE_INTESTINE","ACH-000986","PR300","P947.PRN3","DMSO","0.188","1.14"
"AZ-628","0.1235","SKLU1_LUNG","ACH-000309","PR500","P106","DMSO","0.189","1.14"
"AZ-628","0.1235","SNU761_LIVER","ACH-000537","PR500","P107","DMSO","0.189","1.14"
"AZ-628","0.1235","NCIH596_LUNG","ACH-000628","PR500","P115","DMSO","0.184","1.14"
"AZ-628","0.1235","KKU055_BILIARY_TRACT","ACH-001537","PR300","P122","DMSO","0.188","1.14"
"AZ-628","0.1235","SUM149PT_BREAST","ACH-001390","PR300","P124","DMSO","0.189","1.14"
"AZ-628","0.1235","EW8_BONE","ACH-000499","PR300","P944.PRN3","DMSO","0.189","1.14"
"AZ-628","0.1235","CL11_LARGE_INTESTINE","ACH-000249","PR300","P948.PRN3","DMSO","0.191","1.14"
"AZ-628","0.1235","JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000151","PR300","P951.PRN.2","DMSO","0.19","1.14"
"AZ-628","0.1235","ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000105","PR300","P954.PRN.2","DMSO","0.189","1.14"
"AZ-628","0.3704","LN229_CENTRAL_NERVOUS_SYSTEM","ACH-000595","PR500","P109","DMSO","0.193","1.14"
"AZ-628","0.3704","NCIH661_LUNG","ACH-000853","PR500","P111","DMSO","0.187","1.14"
"AZ-628","0.3704","HEC251_ENDOMETRIUM","ACH-000996","PR500","P117","DMSO","0.187","1.14"
"AZ-628","0.3704","TGBC1TKB_BILIARY_TRACT","ACH-001861","PR300","P123","DMSO","0.183","1.14"
"AZ-628","0.3704","HSC5_SKIN","ACH-001524","PR300","P123","DMSO","0.194","1.14"
"AZ-628","0.3704","HCA1_CERVIX","ACH-001513","PR300","P123","DMSO","0.193","1.14"
"AZ-628","0.3704","DAOY_CENTRAL_NERVOUS_SYSTEM","ACH-000211","PR300","P945.PRN3","DMSO","0.187","1.14"
"AZ-628","0.3704","NZOV9_OVARY","ACH-001991","PR300","P951.PRN.2","DMSO","0.191","1.14"
"AZ-628","0.3704","SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000365","PR300","P952.PRN.2","DMSO","0.189","1.14"
"AZ-628","0.3704","DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000981","PR300","P953.PRN.2","DMSO","0.184","1.14"
"AZ-628","0.3704","CHLA15_AUTONOMIC_GANGLIA","ACH-001300","PR300","P956.PRN.2","DMSO","0.185","1.14"
"AZ-628","0.01372","786O_KIDNEY","ACH-000649","PR500","P104","DMSO","0.184","1.14"
"AZ-628","0.01372","HCC1359_LUNG","ACH-000901","PR500","P106","DMSO","0.184","1.14"
"AZ-628","0.01372","NCIH1838_LUNG","ACH-000733","PR500","P106","DMSO","0.193","1.14"
"AZ-628","0.01372","HEP3B217_LIVER","ACH-000625","PR500","P113","DMSO","0.184","1.14"
"AZ-628","0.01372","HDQP1_BREAST","ACH-000643","PR500","P116","DMSO","0.191","1.14"
"AZ-628","0.01372","HSC5_SKIN","ACH-001524","PR300","P123","DMSO","0.19","1.14"
"AZ-628","0.01372","95T1000_SOFT_TISSUE","ACH-001796","PR300","P125","DMSO","0.19","1.14"
"AZ-628","0.01372","COV644_OVARY","ACH-000608","PR300","P948.PRN3","DMSO","0.195","1.14"
"AZ-628","0.01372","HCC515_LUNG","ACH-000872","PR300","P949.PRN3","DMSO","0.185","1.14"
"AZ-628","0.04115","T24_URINARY_TRACT","ACH-000018","PR500","P101","DMSO","0.191","1.14"
"AZ-628","0.04115","TE8_OESOPHAGUS","ACH-000452","PR500","P104","DMSO","0.195","1.14"
"AZ-628","0.04115","GB1_CENTRAL_NERVOUS_SYSTEM","ACH-000738","PR500","P107","DMSO","0.19","1.14"
"AZ-628","0.04115","SNUC2A_LARGE_INTESTINE","ACH-000967","PR500","P107","DMSO","0.195","1.14"
"AZ-628","0.04115","KYSE30_OESOPHAGUS","ACH-000777","PR500","P108","DMSO","0.187","1.14"
"AZ-628","0.04115","SNU449_LIVER","ACH-000420","PR500","P113","DMSO","0.192","1.14"
"AZ-628","0.04115","OVTOKO_OVARY","ACH-000663","PR500","P114","DMSO","0.19","1.14"
"AZ-628","0.04115","NCIH650_LUNG","ACH-000945","PR500","P117","DMSO","0.185","1.14"
"AZ-628","0.04115","SUM159PT_BREAST","ACH-001391","PR300","P121","DMSO","0.194","1.14"
"AZ-628","0.04115","H376_UPPER_AERODIGESTIVE_TRACT","ACH-001510","PR300","P121","DMSO","0.183","1.14"
"AZ-628","0.04115","ANGMCSS_CENTRAL_NERVOUS_SYSTEM","ACH-001329","PR300","P122","DMSO","0.185","1.14"
"AZ-628","0.04115","HEC1_ENDOMETRIUM","ACH-001517","PR300","P122","DMSO","0.194","1.14"
"AZ-628","0.04115","SKGII_ENDOMETRIUM","ACH-001652","PR300","P123","DMSO","0.185","1.14"
"AZ-628","0.04115","BICR78_UPPER_AERODIGESTIVE_TRACT","ACH-001332","PR300","P123","DMSO","0.188","1.14"
"AZ-628","0.04115","SKGT2_STOMACH","ACH-001653","PR300","P126","DMSO","0.192","1.14"
"AZ-628","0.04115","UMRC7_KIDNEY","ACH-001688","PR300","P126","DMSO","0.192","1.14"
"AZ-628","0.04115","SKPNDW_BONE","ACH-001193","PR300","P944.PRN3","DMSO","0.191","1.14"
"AZ-628","0.04115","DL_SOFT_TISSUE","ACH-001059","PR300","P946.PRN3","DMSO","0.194","1.14"
"AZ-628","0.04115","NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000076","PR300","P953.PRN.2","DMSO","0.186","1.14"
"AZ-628","0.004572","RERFLCAD1_LUNG","ACH-000791","PR500","P119","DMSO","0.19","1.14"
"AZ-628","0.004572","HKA1_SKIN","ACH-001521","PR300","P124","DMSO","0.193","1.14"
"AZ-628","10.0","HPAC_PANCREAS","ACH-000270","PR500","P104","DMSO","0.203","1.15"
"AZ-628","10.0","NCIH2023_LUNG","ACH-000781","PR500","P105","DMSO","0.20","1.15"
"AZ-628","10.0","NCIH647_LUNG","ACH-000378","PR300","P948.PRN3","DMSO","0.195","1.15"
"AZ-628","10.0","U178_CENTRAL_NERVOUS_SYSTEM","ACH-000208","PR300","P949.PRN3","DMSO","0.197","1.15"
"AZ-628","10.0","KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000815","PR300","P953.PRN.2","DMSO","0.199","1.15"
"AZ-628","1.111","SW1710_URINARY_TRACT","ACH-000566","PR500","P103","DMSO","0.198","1.15"
"AZ-628","1.111","G292CLONEA141B1_BONE","ACH-000082","PR500","P108","DMSO","0.201","1.15"
"AZ-628","1.111","COLO783_SKIN","ACH-000812","PR500","P109","DMSO","0.201","1.15"
"AZ-628","1.111","22RV1_PROSTATE","ACH-000956","PR500","P111","DMSO","0.205","1.15"
"AZ-628","1.111","MFE319_ENDOMETRIUM","ACH-000988","PR500","P118","DMSO","0.205","1.15"
"AZ-628","1.111","HUO9_BONE","ACH-001526","PR300","P126","DMSO","0.207","1.15"
"AZ-628","3.333","RMGI_OVARY","ACH-000719","PR500","P103","DMSO","0.197","1.15"
"AZ-628","3.333","RERFLCAD2_LUNG","ACH-000774","PR500","P109","DMSO","0.20","1.15"
"AZ-628","3.333","22RV1_PROSTATE","ACH-000956","PR500","P111","DMSO","0.204","1.15"
"AZ-628","3.333","HCC1143_BREAST","ACH-000374","PR500","P116","DMSO","0.199","1.15"
"AZ-628","3.333","TTC1240_SOFT_TISSUE","ACH-001210","PR300","P944.PRN3","DMSO","0.197","1.15"
"AZ-628","0.1235","SUIT2_PANCREAS","ACH-000652","PR500","P104","DMSO","0.203","1.15"
"AZ-628","0.1235","KP3_PANCREAS","ACH-000108","PR500","P108","DMSO","0.197","1.15"
"AZ-628","0.1235","OUMS23_LARGE_INTESTINE","ACH-000296","PR500","P113","DMSO","0.207","1.15"
"AZ-628","0.1235","PK45H_PANCREAS","ACH-000468","PR500","P115","DMSO","0.198","1.15"
"AZ-628","0.1235","ZR751_BREAST","ACH-000097","PR500","P115","DMSO","0.202","1.15"
"AZ-628","0.1235","TUHR4TKB_KIDNEY","ACH-000495","PR500","P120","DMSO","0.198","1.15"
"AZ-628","0.1235","OV17R_OVARY","ACH-001373","PR300","P124","DMSO","0.20","1.15"
"AZ-628","0.1235","94T778_SOFT_TISSUE","ACH-001795","PR300","P125","DMSO","0.205","1.15"
"AZ-628","0.3704","SW837_LARGE_INTESTINE","ACH-000421","PR500","P108","DMSO","0.201","1.15"
"AZ-628","0.3704","TE14_OESOPHAGUS","ACH-000726","PR500","P118","DMSO","0.198","1.15"
"AZ-628","0.3704","HDMB03_CENTRAL_NERVOUS_SYSTEM","ACH-001349","PR300","P125","DMSO","0.203","1.15"
"AZ-628","0.3704","MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001129","PR300","P955.PRN.2","DMSO","0.201","1.15"
"AZ-628","0.01372","RERFLCMS_LUNG","ACH-000062","PR500","P112","DMSO","0.203","1.15"
"AZ-628","0.01372","SNU668_STOMACH","ACH-000344","PR500","P112","DMSO","0.205","1.15"
"AZ-628","0.01372","CORL105_LUNG","ACH-000161","PR500","P112","DMSO","0.202","1.15"
"AZ-628","0.01372","NCIH747_LARGE_INTESTINE","ACH-000403","PR500","P118","DMSO","0.207","1.15"
"AZ-628","0.01372","ONDA9_CENTRAL_NERVOUS_SYSTEM","ACH-001624","PR300","P121","DMSO","0.203","1.15"
"AZ-628","0.01372","BICR18_UPPER_AERODIGESTIVE_TRACT","ACH-000992","PR300","P946.PRN3","DMSO","0.196","1.15"
"AZ-628","0.01372","HA1E_KIDNEY","ACH-001310","PR300","P947.PRN3","DMSO","0.202","1.15"
"AZ-628","0.01372","PANC0504_PANCREAS","ACH-000093","PR300","P948.PRN3","DMSO","0.207","1.15"
"AZ-628","0.01372","NCIH1092_LUNG","ACH-000514","PR300","P950.PRN.2","DMSO","0.206","1.15"
"AZ-628","0.04115","CHL1_SKIN","ACH-001024","PR500","P104","DMSO","0.203","1.15"
"AZ-628","0.04115","HCT15_LARGE_INTESTINE","ACH-000997","PR500","P104","DMSO","0.199","1.15"
"AZ-628","0.04115","SNU213_PANCREAS","ACH-000266","PR500","P105","DMSO","0.197","1.15"
"AZ-628","0.04115","U251MG_CENTRAL_NERVOUS_SYSTEM","ACH-000232","PR500","P111","DMSO","0.196","1.15"
"AZ-628","0.04115","MDAMB231_BREAST","ACH-000768","PR500","P112","DMSO","0.203","1.15"
"AZ-628","0.04115","TM31_CENTRAL_NERVOUS_SYSTEM","ACH-000592","PR500","P116","DMSO","0.196","1.15"
"AZ-628","0.04115","CAOV3_OVARY","ACH-000713","PR500","P119","DMSO","0.204","1.15"
"AZ-628","0.04115","FLO1_OESOPHAGUS","ACH-001500","PR300","P122","DMSO","0.199","1.15"
"AZ-628","0.04115","LPS141_SOFT_TISSUE","ACH-001799","PR300","P124","DMSO","0.198","1.15"
"AZ-628","0.04115","DOTC24510_CERVIX","ACH-001341","PR300","P125","DMSO","0.202","1.15"
"AZ-628","0.04115","BICR18_UPPER_AERODIGESTIVE_TRACT","ACH-000992","PR300","P946.PRN3","DMSO","0.204","1.15"
"AZ-628","0.04115","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000658","PR300","P952.PRN.2","DMSO","0.198","1.15"
"AZ-628","0.04115","SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000782","PR300","P953.PRN.2","DMSO","0.198","1.15"
"AZ-628","0.004572","COLO741_SKIN","ACH-000582","PR500","P116","DMSO","0.197","1.15"
"AZ-628","10.0","HLF_LIVER","ACH-000393","PR500","P101","DMSO","0.216","1.16"
"AZ-628","10.0","MKN74_STOMACH","ACH-000758","PR500","P106","DMSO","0.209","1.16"
"AZ-628","10.0","SAOS2_BONE","ACH-000410","PR300","P945.PRN3","DMSO","0.212","1.16"
"AZ-628","1.111","SUIT2_PANCREAS","ACH-000652","PR500","P104","DMSO","0.215","1.16"
"AZ-628","1.111","EFM192A_BREAST","ACH-000117","PR500","P115","DMSO","0.214","1.16"
"AZ-628","1.111","OSRC2_KIDNEY","ACH-000159","PR500","P117","DMSO","0.209","1.16"
"AZ-628","1.111","TASK1_CENTRAL_NERVOUS_SYSTEM","ACH-001670","PR300","P125","DMSO","0.215","1.16"
"AZ-628","3.333","NCIH2452_PLEURA","ACH-000092","PR500","P117","DMSO","0.209","1.16"
"AZ-628","0.1235","LN229_CENTRAL_NERVOUS_SYSTEM","ACH-000595","PR500","P109","DMSO","0.213","1.16"
"AZ-628","0.1235","SNU81_LARGE_INTESTINE","ACH-000991","PR500","P117","DMSO","0.209","1.16"
"AZ-628","0.1235","UBLC1_URINARY_TRACT","ACH-000741","PR500","P120","DMSO","0.214","1.16"
"AZ-628","0.1235","HUH28_BILIARY_TRACT","ACH-000808","PR500","P120","DMSO","0.209","1.16"
"AZ-628","0.1235","TTC1240_SOFT_TISSUE","ACH-001210","PR300","P944.PRN3","DMSO","0.211","1.16"
"AZ-628","0.1235","RH4_SOFT_TISSUE","ACH-001765","PR300","P945.PRN3","DMSO","0.213","1.16"
"AZ-628","0.1235","DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000233","PR300","P950.PRN.2","DMSO","0.218","1.16"
"AZ-628","0.1235","697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000070","PR300","P952.PRN.2","DMSO","0.208","1.16"
"AZ-628","0.1235","DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000981","PR300","P953.PRN.2","DMSO","0.219","1.16"
"AZ-628","0.1235","GSS_STOMACH","ACH-000746","PR300","P956.PRN.2","DMSO","0.208","1.16"
"AZ-628","0.3704","OE33_OESOPHAGUS","ACH-000383","PR500","P109","DMSO","0.218","1.16"
"AZ-628","0.3704","RERFLCKJ_LUNG","ACH-000482","PR500","P117","DMSO","0.213","1.16"
"AZ-628","0.3704","MCC26_SKIN","ACH-001552","PR300","P124","DMSO","0.217","1.16"
"AZ-628","0.3704","MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000583","PR300","P951.PRN.2","DMSO","0.208","1.16"
"AZ-628","0.01372","KP4_PANCREAS","ACH-000265","PR500","P101","DMSO","0.215","1.16"
"AZ-628","0.01372","ACCMESO1_PLEURA","ACH-000086","PR500","P102","DMSO","0.211","1.16"
"AZ-628","0.01372","NCIH1648_LUNG","ACH-000766","PR500","P110","DMSO","0.219","1.16"
